card_id,fraud,customer_id,account_id,is_active,product_type,first_usage_date,expiry_date
CA0565,false,CU1456,AC1250,True,standard,2024-04-09,2028-10-18
CA3297,phishing,CU2213,AC1061,False,standard,2020-07-27,2026-07-31
CA4721,false,CU2735,AC1693,True,standard,2025-03-26,2030-03-24
CA5268,false,CU1791,AC1698,True,standard,2024-05-06,2029-03-31
CA3598,false,CU4425,AC5319,True,standard,2023-07-05,2026-11-11
CA1292,false,CU1665,AC0185,True,standard,2024-02-26,2029-02-28
CA5313,false,CU3935,AC1564,True,standard,2023-06-07,2030-02-14
CA2103,false,CU5034,AC1142,True,standard,2021-01-23,2029-01-25
CA0627,false,CU1383,AC1132,True,standard,2019-07-10,2030-06-28
CA5328,false,CU4790,AC0392,True,standard,2020-05-23,2026-06-23
CA3128,false,CU0787,AC3838,True,standard,2024-08-20,2026-04-22
CA2052,false,CU3786,AC1375,True,standard,2021-10-13,2029-10-06
CA2202,false,CU3327,AC4983,True,standard,2021-06-28,2029-08-24
CA3782,false,CU2960,AC1756,True,standard,2023-06-16,2026-05-07
CA1784,false,CU5055,AC4827,True,standard,2017-04-03,2026-03-14
CA2939,false,CU0006,AC1432,True,gold,2023-12-24,2028-12-28
CA4256,false,CU0516,AC4929,True,gold,2025-01-15,2030-05-08
CA2035,false,CU0357,AC0967,True,gold,2017-06-29,2026-07-10
CA3172,false,CU2013,AC0074,True,gold,2024-02-14,2030-02-21
CA1747,false,CU3140,AC2957,True,gold,2023-07-31,2026-07-28
CA2196,false,CU5190,AC2426,True,gold,2024-04-10,2029-03-11
CA2738,false,CU4657,AC1328,True,gold,2019-08-30,2025-08-02
CA2663,false,CU2344,AC0509,True,gold,2022-11-29,2029-01-08
CA2784,false,CU1463,AC0307,True,gold,2023-12-28,2028-11-01
CA0401,false,CU2582,AC0236,True,gold,2022-05-18,2030-08-06
CA3129,false,CU1095,AC1792,True,gold,2024-12-24,2030-01-04
CA3865,false,CU3058,AC3464,True,gold,2024-11-02,2029-09-14
CA4681,false,CU2679,AC0328,True,gold,2023-10-19,2028-09-08
CA5355,false,CU4319,AC3647,False,gold,2025-01-29,2029-11-06
CA2137,false,CU3956,AC2011,True,gold,2021-04-23,2029-05-26
CA3579,false,CU1056,AC1230,True,gold,2020-04-26,2026-04-27
CA5237,false,CU2993,AC3325,True,gold,2016-07-15,2030-06-11
CA4409,false,CU4667,AC2968,True,gold,2023-04-03,2026-03-23
CA1186,false,CU0439,AC5031,True,gold,2024-03-10,2029-05-20
CA4203,false,CU0904,AC0264,True,gold,2023-08-17,2030-03-13
CA4683,false,CU4916,AC3787,True,gold,2024-11-12,2029-07-25
CA5340,false,CU4776,AC5023,True,gold,2025-03-12,2030-04-23
CA4242,false,CU2291,AC2352,False,gold,2022-12-08,2026-01-03
CA2358,false,CU3731,AC2313,True,gold,2025-05-15,2030-04-13
CA3342,false,CU1484,AC2714,True,gold,2020-05-22,2026-04-22
CA4857,false,CU1163,AC2100,True,gold,2022-07-11,2029-06-05
CA2675,phishing,CU2500,AC1237,False,gold,2022-08-05,2025-08-10
CA0107,false,CU3175,AC0641,True,gold,2024-06-08,2028-11-02
CA4887,false,CU2264,AC1385,True,gold,2025-04-24,2030-04-02
CA3561,false,CU2268,AC1635,True,gold,2020-02-01,2026-03-03
CA3450,false,CU2293,AC1613,True,gold,2020-06-25,2026-07-16
CA5141,false,CU0003,AC4395,True,gold,2022-04-11,2029-09-20
CA5265,false,CU1509,AC2931,True,gold,2025-04-04,2030-02-28
CA3537,false,CU1418,AC0926,True,gold,2024-02-23,2028-12-14
CA3379,false,CU5047,AC3683,True,gold,2021-01-21,2026-08-11
CA1810,phishing,CU5307,AC0340,False,gold,2023-10-26,2029-10-12
CA3941,false,CU4445,AC0785,True,gold,2023-10-04,2028-10-14
CA2078,false,CU0954,AC5323,True,gold,2020-12-17,2029-01-31
CA4171,false,CU2603,AC3015,True,gold,2024-12-05,2029-04-03
CA0421,false,CU3618,AC2507,False,gold,2024-11-22,2029-11-20
CA3646,false,CU4443,AC2475,False,gold,2020-08-07,2026-07-03
CA4013,false,CU4153,AC3797,True,gold,2025-02-10,2030-02-20
CA2006,false,CU0906,AC3992,True,gold,2022-04-27,2029-04-08
CA2098,false,CU4905,AC1918,True,gold,2025-05-20,2026-11-08
CA2184,false,CU1378,AC2423,True,gold,2025-05-11,2030-04-09
CA2569,false,CU2653,AC4683,True,gold,2021-06-07,2029-05-08
CA2606,false,CU3578,AC0896,True,gold,2023-06-12,2026-06-30
CA4915,false,CU2278,AC2427,True,gold,2024-10-03,2029-10-19
CA2064,false,CU2517,AC1190,True,gold,2021-05-10,2029-07-03
CA1557,false,CU0634,AC0887,True,gold,2024-10-23,2029-11-10
CA4584,false,CU4394,AC0527,True,gold,2020-06-13,2026-07-22
CA0364,false,CU2730,AC3450,True,gold,2024-10-13,2030-08-19
CA3382,false,CU1479,AC1658,True,gold,2024-12-06,2029-12-14
CA5222,false,CU0512,AC5127,True,gold,2023-10-18,2028-12-05
CA3972,false,CU4312,AC1630,True,gold,2023-01-10,2026-01-04
CA2713,false,CU1113,AC0059,True,gold,2024-12-06,2029-12-14
CA0793,false,CU0049,AC3151,True,gold,2025-02-13,2030-02-16
CA0712,false,CU3984,AC2473,True,gold,2025-01-24,2030-01-30
CA0682,false,CU5336,AC1451,True,gold,2022-06-26,2030-07-10
CA1271,false,CU2457,AC2997,True,gold,2025-04-15,2030-05-02
CA5054,false,CU0400,AC4775,True,gold,2019-11-05,2025-12-04
CA0987,false,CU1749,AC2898,True,gold,2025-05-27,2030-04-15
CA3162,false,CU4771,AC4749,True,gold,2022-02-02,2029-02-16
CA1221,false,CU3377,AC0048,True,gold,2022-04-12,2030-05-04
CA5369,false,CU4789,AC4373,True,gold,2022-07-13,2030-05-14
CA1340,false,CU3977,AC5168,True,gold,2020-06-07,2029-11-13
CA1855,false,CU3751,AC1654,True,gold,2025-04-18,2029-10-29
CA4463,false,CU3089,AC5113,True,gold,2024-11-15,2025-11-13
CA3968,false,CU2514,AC0866,True,gold,2023-07-09,2026-06-24
CA3326,false,CU3550,AC2932,True,gold,2025-03-30,2030-02-21
CA0085,false,CU3520,AC2899,True,gold,2025-03-09,2030-08-01
CA2125,false,CU2563,AC2974,True,gold,2025-04-06,2030-03-31
CA3319,false,CU2834,AC1269,True,gold,2025-01-30,2030-02-11
CA0728,false,CU0772,AC3364,True,gold,2025-05-24,2030-04-15
CA0720,false,CU0309,AC1350,True,gold,2021-05-28,2030-06-09
CA5132,false,CU5160,AC4638,True,gold,2023-12-24,2029-01-13
CA4792,false,CU4645,AC1297,True,gold,2020-05-15,2030-07-10
CA1795,false,CU0464,AC1194,False,gold,2022-08-01,2030-08-06
CA1801,false,CU0433,AC1030,True,gold,2024-03-07,2029-03-03
CA1433,false,CU5204,AC0488,True,gold,2022-10-26,2025-10-30
CA2858,false,CU1252,AC0914,True,gold,2021-06-08,2029-06-06
CA3899,false,CU4563,AC4041,True,standard,2022-03-24,2029-10-24
CA5190,false,CU2515,AC1418,True,standard,2024-02-01,2026-12-01
CA4583,false,CU1357,AC2560,False,standard,2022-05-18,2030-05-08
CA1918,false,CU1155,AC1304,False,standard,2024-06-13,2030-03-25
CA2270,false,CU4026,AC0301,True,standard,2021-01-07,2028-12-30
CA0273,false,CU1687,AC0257,True,standard,2019-10-04,2030-03-05
CA3630,false,CU1634,AC2999,True,standard,2021-01-26,2026-11-15
CA0977,false,CU3909,AC3024,True,standard,2023-11-10,2025-11-08
CA0494,false,CU5241,AC3993,True,standard,2022-04-13,2029-04-03
CA2115,false,CU2781,AC1543,True,standard,2020-03-05,2026-01-19
CA3236,phishing,CU2294,AC1611,False,standard,2024-07-30,2028-10-27
CA2916,false,CU3567,AC0039,True,standard,2019-12-22,2026-01-07
CA2215,false,CU1782,AC3284,True,standard,2018-09-06,2029-09-01
CA2576,false,CU4925,AC0940,True,standard,2024-06-20,2026-03-03
CA2389,false,CU3414,AC3431,True,standard,2025-04-24,2029-08-28
CA4590,false,CU4787,AC4471,True,standard,2020-10-14,2026-09-29
CA2845,false,CU4843,AC0492,True,standard,2019-10-03,2030-03-21
CA0969,false,CU3364,AC2228,True,standard,2020-08-24,2026-09-05
CA3453,false,CU1849,AC1245,True,standard,2023-09-13,2026-09-30
CA2627,false,CU2797,AC5018,True,standard,2024-08-13,2029-08-28
CA0832,false,CU0933,AC0793,True,standard,2024-07-25,2029-03-23
CA0186,false,CU1358,AC4286,True,standard,2023-10-06,2030-08-15
CA3955,false,CU4560,AC0387,True,standard,2024-12-17,2029-06-13
CA0001,false,CU4031,AC0779,True,standard,2020-10-15,2026-09-13
CA4994,false,CU0034,AC3695,False,standard,2022-07-24,2030-02-17
CA3925,false,CU1822,AC3262,True,standard,2016-03-21,2030-03-31
CA2644,false,CU4346,AC5147,False,standard,2022-07-26,2030-08-10
CA1017,false,CU3167,AC1133,True,standard,2022-02-20,2030-01-01
CA0981,false,CU3366,AC4696,True,standard,2022-06-10,2030-06-05
CA5346,false,CU1494,AC2541,True,standard,2022-08-20,2030-07-27
CA2863,false,CU3850,AC2951,True,standard,2020-08-09,2026-08-01
CA4733,false,CU0733,AC0563,True,standard,2022-01-07,2030-01-26
CA5043,false,CU4309,AC0759,True,standard,2022-07-14,2030-06-14
CA4768,false,CU0696,AC2030,True,standard,2018-09-09,2029-07-26
CA1942,false,CU1821,AC3277,True,standard,2023-11-14,2026-05-06
CA3462,false,CU1630,AC5060,True,standard,2018-11-20,2029-11-01
CA3739,false,CU0266,AC0246,True,standard,2018-03-15,2029-04-17
CA0785,false,CU4248,AC1417,False,standard,2019-04-25,2030-04-26
CA0079,false,CU4862,AC1577,True,standard,2021-11-15,2029-12-07
CA3937,false,CU1411,AC0723,True,standard,2022-12-04,2025-11-12
CA4394,false,CU3919,AC2964,True,standard,2025-01-21,2029-11-06
CA0583,false,CU2399,AC0114,True,standard,2020-02-05,2026-01-12
CA4468,false,CU4012,AC3919,True,standard,2023-09-19,2026-03-08
CA4448,false,CU5146,AC3411,True,standard,2019-03-07,2030-04-05
CA4049,false,CU4863,AC0805,True,standard,2021-09-02,2029-09-20
CA3631,false,CU4366,AC1838,True,standard,2022-06-18,2030-07-18
CA0603,false,CU0691,AC3444,True,standard,2025-04-17,2029-04-27
CA1377,false,CU1971,AC4764,True,standard,2019-09-30,2025-08-29
CA4515,phishing,CU1144,AC0244,False,standard,2024-10-20,2026-10-29
CA4111,false,CU5181,AC3816,True,standard,2023-03-01,2029-11-21
CA1552,generic,CU0911,AC2748,False,standard,2023-07-11,2026-03-17
CA2489,false,CU3068,AC1173,True,standard,2023-10-03,2026-10-06
CA1398,false,CU3606,AC0867,True,standard,2025-05-13,2030-06-07
CA5255,false,CU1792,AC1965,True,standard,2020-10-04,2026-10-09
CA1331,generic,CU3846,AC3163,False,standard,2019-08-17,2030-03-29
CA2425,false,CU2334,AC3583,True,standard,2018-10-04,2029-07-18
CA0575,false,CU1042,AC4085,True,standard,2023-12-15,2029-06-27
CA1081,false,CU4008,AC1893,True,standard,2019-10-10,2025-10-21
CA2890,false,CU2124,AC4410,True,standard,2022-02-02,2029-06-24
CA5266,false,CU4764,AC3143,True,standard,2020-10-30,2026-11-20
CA4415,false,CU5048,AC0173,True,standard,2020-04-15,2026-02-26
CA4848,false,CU4348,AC4533,True,standard,2020-03-20,2026-03-25
CA2128,false,CU1626,AC2365,True,standard,2019-01-26,2029-11-21
CA2364,false,CU1786,AC0836,True,standard,2020-03-25,2026-02-13
CA0706,false,CU2915,AC2836,True,standard,2020-11-10,2026-09-22
CA3209,false,CU0636,AC4328,True,standard,2021-06-09,2030-01-14
CA3107,false,CU2587,AC3132,True,standard,2025-02-24,2026-07-20
CA1824,false,CU0723,AC3279,True,standard,2022-02-20,2029-12-26
CA2749,false,CU3039,AC0096,True,standard,2022-09-08,2030-02-02
CA5014,false,CU0275,AC2858,True,standard,2021-08-14,2029-08-01
CA4318,false,CU3988,AC2414,True,standard,2020-11-22,2026-10-24
CA3085,false,CU2174,AC2503,True,standard,2019-09-07,2030-07-13
CA4358,false,CU2590,AC3103,True,standard,2023-07-31,2026-01-20
CA1883,false,CU0101,AC4879,True,standard,2024-01-27,2029-06-08
CA0787,false,CU0615,AC1606,True,standard,2019-07-26,2025-08-08
CA5366,false,CU2943,AC2187,True,standard,2021-12-26,2026-11-22
CA5114,false,CU0625,AC4043,True,standard,2019-02-03,2029-12-19
CA4370,false,CU0295,AC1262,True,standard,2024-08-17,2029-02-04
CA2793,false,CU4919,AC0540,True,standard,2025-03-12,2026-10-18
CA1033,false,CU5370,AC3049,True,standard,2021-02-18,2029-03-09
CA1322,false,CU4727,AC1754,True,standard,2023-11-20,2029-10-07
CA0455,false,CU0445,AC2970,True,standard,2018-02-24,2029-03-01
CA3804,false,CU2564,AC3041,True,standard,2021-06-24,2029-06-04
CA5212,false,CU2594,AC3962,True,standard,2023-06-09,2026-07-10
CA0648,false,CU3462,AC1425,True,standard,2019-01-14,2030-02-14
CA1455,false,CU3635,AC4852,True,standard,2019-11-05,2025-09-27
CA2342,false,CU1337,AC0764,True,standard,2021-01-12,2026-12-29
CA0984,false,CU1558,AC2703,True,standard,2018-12-15,2029-12-12
CA1897,false,CU4834,AC2608,True,standard,2024-02-23,2029-04-16
CA4689,false,CU5250,AC3576,True,standard,2019-11-16,2025-11-27
CA3275,false,CU0875,AC2041,True,standard,2018-12-14,2029-08-16
CA2928,phishing,CU3132,AC1932,False,standard,2024-08-13,2029-07-13
CA1984,false,CU3448,AC5219,True,standard,2019-10-08,2025-09-20
CA0339,false,CU3152,AC2294,True,standard,2020-11-25,2028-12-26
CA2921,false,CU2685,AC4136,False,standard,2023-12-18,2026-08-21
CA0681,false,CU2801,AC4315,False,standard,2023-05-20,2025-12-21
CA0020,false,CU3117,AC2417,True,standard,2017-12-24,2026-12-26
CA4926,false,CU0848,AC3168,True,standard,2024-08-02,2026-07-28
CA4224,false,CU0521,AC0970,True,standard,2024-04-13,2029-08-16
CA3534,generic,CU5032,AC1105,True,standard,2018-09-14,2029-09-16
CA3570,false,CU3742,AC2821,True,standard,2019-06-13,2030-04-15
CA5020,false,CU4941,AC2331,True,standard,2022-07-27,2026-10-22
CA1624,false,CU0593,AC2925,True,standard,2024-06-28,2029-03-24
CA4874,false,CU1503,AC0294,True,standard,2023-09-10,2026-07-04
CA4308,false,CU0861,AC2669,True,standard,2021-07-28,2029-07-17
CA3982,false,CU2617,AC0915,True,standard,2023-06-26,2026-06-08
CA1606,false,CU1662,AC1167,True,standard,2023-12-10,2026-08-19
CA1718,false,CU0331,AC2587,True,standard,2019-10-05,2030-09-19
CA2495,false,CU4777,AC1686,False,standard,2021-08-01,2029-03-02
CA2731,false,CU5320,AC1750,True,standard,2023-06-01,2026-04-27
CA4004,false,CU0563,AC1714,False,standard,2024-08-24,2029-09-22
CA0669,false,CU3771,AC2723,True,standard,2023-01-29,2030-07-11
CA0614,false,CU4457,AC0533,True,standard,2021-12-22,2030-01-29
CA1002,false,CU4846,AC2614,False,standard,2024-11-24,2029-06-04
CA1705,false,CU4355,AC4534,True,standard,2021-05-28,2029-06-18
CA0730,false,CU3408,AC5010,True,standard,2021-04-25,2029-03-04
CA5246,false,CU3657,AC4002,True,standard,2023-06-21,2026-02-19
CA1851,false,CU0480,AC0250,False,standard,2023-04-04,2030-03-13
CA4963,false,CU1673,AC2326,True,standard,2019-03-14,2030-04-08
CA2188,false,CU3913,AC2492,True,standard,2025-01-04,2029-11-02
CA3140,false,CU3120,AC1552,True,standard,2019-11-20,2030-07-13
CA3301,false,CU0927,AC4714,True,gold,2024-12-09,2026-07-24
CA2276,false,CU3000,AC5366,True,gold,2022-02-20,2030-03-22
CA3743,false,CU2542,AC1050,True,gold,2022-08-11,2025-09-07
CA1676,generic,CU0286,AC4550,False,gold,2024-07-03,2026-02-09
CA4021,false,CU3340,AC3070,True,gold,2023-07-22,2026-07-23
CA4036,false,CU3645,AC1097,True,gold,2018-03-22,2029-03-01
CA4090,false,CU5116,AC3379,True,gold,2022-08-30,2029-10-20
CA4385,false,CU3156,AC3961,True,gold,2025-04-06,2030-01-16
CA1996,false,CU2104,AC3694,True,gold,2016-11-11,2025-12-10
CA2074,false,CU0187,AC4724,True,gold,2023-09-22,2026-04-01
CA3696,false,CU4506,AC1617,False,gold,2024-07-22,2029-08-12
CA2363,false,CU3800,AC4839,True,gold,2018-05-29,2029-06-05
CA2001,false,CU1370,AC2360,True,gold,2022-10-19,2030-01-29
CA0025,false,CU4539,AC1989,False,gold,2024-09-11,2029-09-21
CA1491,false,CU2518,AC4438,True,gold,2025-04-11,2029-03-30
CA2439,false,CU0353,AC1831,True,gold,2024-07-11,2030-03-03
CA1283,false,CU4402,AC4675,True,gold,2019-03-17,2030-03-13
CA2742,false,CU2448,AC0942,False,gold,2019-09-25,2026-10-29
CA3394,false,CU3104,AC3990,True,gold,2023-07-11,2026-07-13
CA2182,false,CU0967,AC3805,True,gold,2017-11-03,2026-10-26
CA2814,false,CU4892,AC5317,True,gold,2023-02-22,2026-02-16
CA3897,false,CU1678,AC4685,True,gold,2023-07-19,2026-07-29
CA2516,false,CU0757,AC2230,True,gold,2024-08-19,2028-10-17
CA0916,false,CU2982,AC2533,True,gold,2024-05-08,2029-05-23
CA3695,false,CU0554,AC1285,True,gold,2017-04-19,2026-04-12
CA2497,false,CU1401,AC1636,True,gold,2025-03-25,2029-05-03
CA1581,false,CU3304,AC3609,True,gold,2022-08-18,2030-04-22
CA4928,false,CU2342,AC3524,True,gold,2024-09-07,2029-09-11
CA2010,false,CU0919,AC2424,True,gold,2021-12-08,2029-12-29
CA1655,false,CU5087,AC1460,True,gold,2024-01-05,2026-06-23
CA2961,false,CU2435,AC4518,True,gold,2020-11-05,2026-11-08
CA2973,false,CU0517,AC2517,True,gold,2022-07-10,2030-07-03
CA4281,false,CU0136,AC4944,False,gold,2022-03-09,2030-03-11
CA4637,false,CU3405,AC2571,True,standard,2018-03-20,2029-02-14
CA4635,false,CU4210,AC4094,True,standard,2021-06-24,2029-06-01
CA4731,false,CU3085,AC4739,True,standard,2024-12-02,2030-06-21
CA5117,false,CU2409,AC2965,True,standard,2024-05-22,2029-08-19
CA3100,false,CU0628,AC1607,False,standard,2023-05-24,2029-05-03
CA4790,false,CU3487,AC0544,True,standard,2021-04-02,2029-04-12
CA1426,false,CU1707,AC2227,True,standard,2024-01-25,2026-08-13
CA2523,false,CU3444,AC0313,True,standard,2022-04-18,2025-12-28
CA1635,false,CU3895,AC0213,True,standard,2022-11-03,2030-05-21
CA3303,false,CU3478,AC1152,True,standard,2017-05-29,2026-06-30
CA3200,false,CU0689,AC4889,True,standard,2022-11-21,2030-05-09
CA4407,false,CU2403,AC4478,True,standard,2023-05-17,2029-10-05
CA0348,false,CU1513,AC4602,True,standard,2019-08-18,2030-01-15
CA0503,false,CU0127,AC1383,True,standard,2017-04-29,2026-04-10
CA3101,false,CU3004,AC5145,True,standard,2024-02-24,2029-01-08
CA4810,false,CU0864,AC4946,False,standard,2024-01-31,2025-12-05
CA5021,false,CU4251,AC1683,True,standard,2023-06-18,2026-07-22
CA1812,false,CU2992,AC3957,True,standard,2020-10-04,2026-10-28
CA1787,false,CU0951,AC0197,True,standard,2024-11-09,2029-12-15
CA5288,false,CU3467,AC4949,True,standard,2020-07-13,2026-07-28
CA1742,false,CU3628,AC5275,True,standard,2018-09-09,2029-09-25
CA1566,false,CU2568,AC2721,True,standard,2019-08-23,2025-09-20
CA1811,false,CU5158,AC0528,True,standard,2024-04-08,2029-03-11
CA0160,false,CU0506,AC1196,True,standard,2021-08-18,2029-08-23
CA2889,false,CU2523,AC0598,True,standard,2017-08-24,2030-09-23
CA3043,false,CU4249,AC2866,True,standard,2017-09-17,2026-07-26
CA5258,false,CU4407,AC1648,True,standard,2021-01-27,2029-02-26
CA0807,phishing,CU2694,AC5335,False,standard,2019-10-31,2030-04-05
CA1700,false,CU4962,AC0343,True,standard,2021-07-13,2029-06-17
CA4931,false,CU0719,AC2715,True,standard,2017-01-06,2025-12-17
CA1061,false,CU2814,AC1793,True,standard,2020-01-19,2026-01-31
CA1131,false,CU1369,AC1260,True,standard,2024-11-26,2029-12-04
CA3028,false,CU2718,AC4459,False,standard,2024-01-20,2029-01-13
CA4154,false,CU0596,AC4413,True,standard,2025-05-27,2030-06-27
CA0866,false,CU4193,AC2046,True,standard,2019-11-06,2025-11-26
CA0920,false,CU3830,AC1093,True,standard,2023-01-04,2026-01-19
CA1964,false,CU4544,AC4430,True,standard,2024-06-27,2029-08-01
CA4880,phishing,CU0499,AC5230,False,standard,2023-08-27,2028-11-16
CA0193,false,CU4401,AC4878,True,standard,2023-01-24,2029-10-26
CA4439,false,CU0626,AC4646,True,standard,2023-01-17,2030-04-19
CA4098,false,CU1580,AC3347,True,standard,2024-11-15,2029-11-20
CA2902,false,CU0173,AC2068,True,standard,2022-06-03,2030-07-04
CA0312,generic,CU5165,AC0126,False,standard,2023-12-21,2029-01-13
CA5171,false,CU4477,AC2143,True,standard,2018-02-13,2025-11-16
CA2824,false,CU5355,AC2397,True,standard,2022-07-15,2030-06-17
CA3227,false,CU1437,AC2065,True,standard,2022-08-26,2030-03-25
CA5108,false,CU1172,AC0415,True,standard,2023-12-02,2028-12-09
CA4667,false,CU0950,AC0336,True,standard,2021-02-11,2029-03-06
CA2221,false,CU4368,AC5303,True,standard,2019-07-07,2030-07-26
CA1634,false,CU4813,AC3991,True,standard,2021-11-23,2028-12-21
CA4699,false,CU5280,AC3947,True,standard,2025-03-31,2029-10-31
CA2970,false,CU4894,AC1655,True,standard,2023-11-27,2029-12-24
CA2337,false,CU2191,AC0929,True,standard,2020-12-07,2025-12-06
CA4761,false,CU0402,AC3247,True,standard,2024-02-05,2030-07-17
CA4560,generic,CU4722,AC5213,False,standard,2024-02-17,2029-06-20
CA1579,false,CU3821,AC3834,True,standard,2019-06-07,2030-07-06
CA0645,false,CU1642,AC5262,True,standard,2019-03-10,2030-02-27
CA3914,false,CU2595,AC2184,True,standard,2020-06-23,2026-07-18
CA0287,false,CU2895,AC2947,True,standard,2023-02-10,2026-02-25
CA2109,false,CU2774,AC1501,True,standard,2024-04-06,2029-03-29
CA3595,false,CU3432,AC4729,True,standard,2021-03-26,2029-03-14
CA1661,false,CU3611,AC4972,True,standard,2023-07-22,2026-08-01
CA0974,false,CU0810,AC4806,True,standard,2023-02-26,2029-03-27
CA0188,false,CU2635,AC1217,True,standard,2023-06-10,2025-10-26
CA1540,false,CU1894,AC3101,True,standard,2021-08-07,2029-08-12
CA0395,false,CU1377,AC2295,True,standard,2022-01-26,2030-01-05
CA5125,false,CU4547,AC0351,False,standard,2021-10-14,2029-10-23
CA1967,false,CU4284,AC1454,True,standard,2017-03-05,2026-02-02
CA3328,false,CU5210,AC4150,True,standard,2024-05-21,2029-09-30
CA1097,false,CU3441,AC4546,True,standard,2016-12-25,2025-12-25
CA3629,false,CU2125,AC0277,True,standard,2025-05-09,2030-04-19
CA3279,false,CU2047,AC3843,True,standard,2023-11-27,2028-12-04
CA2426,false,CU0668,AC3146,False,standard,2025-04-25,2025-10-10
CA4416,false,CU0589,AC4253,True,standard,2022-10-08,2025-10-17
CA4673,false,CU0602,AC3388,True,standard,2020-07-30,2026-08-21
CA1144,false,CU3998,AC3226,True,standard,2023-01-03,2029-03-05
CA4086,false,CU1111,AC2062,False,standard,2017-02-10,2026-01-02
CA3887,false,CU0575,AC3096,True,standard,2020-09-19,2026-10-26
CA4202,generic,CU2843,AC3879,True,standard,2022-10-08,2025-11-01
CA4382,false,CU3385,AC4771,True,standard,2021-08-15,2029-02-12
CA2201,false,CU2140,AC0705,True,standard,2023-07-02,2026-06-09
CA4254,false,CU3938,AC0960,True,standard,2021-03-27,2025-09-10
CA4270,false,CU0775,AC3479,True,standard,2022-04-02,2029-06-28
CA0242,false,CU4698,AC0105,True,standard,2019-12-28,2026-01-01
CA0887,false,CU4427,AC0599,True,standard,2018-08-12,2029-09-11
CA4658,false,CU1070,AC0049,True,standard,2017-08-29,2026-09-04
CA4057,false,CU2489,AC0430,True,standard,2018-03-29,2029-03-28
CA4734,false,CU2773,AC4070,True,standard,2022-05-10,2030-05-19
CA2131,false,CU2387,AC3918,True,standard,2025-03-18,2030-03-24
CA2563,false,CU4104,AC1988,True,standard,2022-11-12,2030-09-05
CA5363,false,CU5058,AC2248,True,standard,2022-06-21,2029-06-13
CA0825,false,CU3596,AC4121,True,standard,2024-10-04,2029-08-02
CA4988,false,CU3553,AC1723,True,standard,2024-07-21,2029-08-20
CA4132,false,CU4247,AC3923,True,standard,2023-09-25,2026-09-09
CA1162,false,CU1324,AC3373,True,standard,2016-04-16,2030-03-26
CA3979,false,CU1546,AC1364,False,standard,2024-11-11,2029-11-30
CA2136,false,CU4240,AC5347,True,standard,2020-11-25,2028-12-30
CA0414,false,CU4525,AC0182,True,standard,2019-01-04,2025-11-01
CA4311,false,CU3288,AC1721,True,standard,2023-09-24,2026-09-06
CA1298,false,CU3945,AC5115,True,standard,2018-10-30,2029-11-24
CA1478,false,CU1026,AC5058,True,standard,2025-02-15,2030-02-26
CA2767,false,CU2050,AC1697,True,standard,2020-05-11,2026-06-03
CA1937,false,CU1010,AC2527,True,standard,2021-03-06,2029-03-25
CA4910,false,CU1327,AC1411,True,standard,2023-06-27,2026-06-13
CA4898,false,CU2770,AC2173,True,standard,2017-02-14,2026-02-15
CA3817,phishing,CU3350,AC0073,False,standard,2023-12-03,2025-11-19
CA2686,false,CU2167,AC4942,True,standard,2023-01-17,2030-05-28
CA0035,generic,CU4693,AC1708,False,standard,2022-05-24,2025-07-01
CA2762,false,CU3991,AC3339,True,standard,2021-05-12,2030-04-22
CA0894,false,CU4478,AC3901,True,standard,2021-01-04,2028-11-02
CA3543,false,CU4804,AC1652,True,standard,2024-02-24,2029-03-02
CA3686,false,CU2629,AC5146,False,standard,2021-04-13,2029-04-02
CA3456,false,CU2578,AC0278,True,standard,2024-04-25,2029-05-17
CA1946,false,CU0415,AC0391,True,standard,2023-09-25,2030-07-09
CA4149,false,CU3269,AC0201,True,standard,2023-04-10,2026-03-24
CA0817,false,CU5025,AC0066,True,standard,2024-03-26,2029-04-23
CA0294,false,CU4960,AC0620,True,standard,2016-07-31,2030-06-11
CA2855,false,CU0422,AC1874,True,standard,2021-03-05,2028-12-07
CA1208,false,CU5238,AC4923,True,standard,2022-01-10,2029-09-29
CA4169,generic,CU2202,AC1803,False,standard,2022-08-05,2025-07-13
CA4454,false,CU0135,AC3570,True,standard,2022-06-04,2029-07-04
CA3959,false,CU4032,AC2150,True,standard,2025-05-26,2029-02-07
CA2560,false,CU4912,AC1670,True,standard,2020-08-25,2026-04-28
CA4298,false,CU4717,AC5294,True,standard,2017-08-17,2026-08-20
CA4122,false,CU4991,AC2989,True,standard,2020-06-14,2026-06-07
CA1830,false,CU2753,AC5194,False,standard,2020-04-18,2029-03-01
CA4744,false,CU0238,AC5101,True,standard,2021-08-24,2029-09-13
CA4020,false,CU1315,AC2383,True,standard,2016-05-20,2030-06-18
CA3178,false,CU5068,AC5297,True,standard,2017-03-16,2026-01-20
CA3919,false,CU4022,AC4447,True,standard,2022-08-06,2030-08-07
CA0941,false,CU3905,AC3278,True,standard,2019-11-01,2025-12-03
CA4317,false,CU4159,AC1334,True,standard,2021-05-17,2029-05-23
CA0875,false,CU1986,AC5161,False,standard,2024-10-11,2025-12-13
CA2318,false,CU4496,AC0648,True,standard,2021-06-12,2029-06-26
CA2400,false,CU4662,AC2631,True,standard,2023-04-05,2026-01-30
CA0766,false,CU0574,AC1992,True,standard,2022-09-09,2030-03-25
CA1419,false,CU2577,AC1419,True,standard,2020-06-27,2026-05-03
